,sublimations_0,sublimations_1,sublimations_2,sublimations_3,sublimations_4,sublimations_5,sublimations_6,sublimations_7,sublimations_8,sublimations_9,sublimations_10,sublimations_11
https://www.zenithwakfu.com/builder/89594,Poids Plume III,Cicatrisation III,Influence III,Carapace II,Embuscade III,Poids Plume III,Embuscade III,Ravage III,Influence III,Barrière Mêlée III,Maniement : Deux mains,Stasification
https://www.zenithwakfu.com/builder/619e9,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/08c6b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2d2a2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dc2c1,Contre-attaque III,Barrière Mêlée II,Retour vital II,Contre-attaque III,Ruine III,Carapace I,Courage III,Courage III,Solidité II,Ruine III,Constance II,Aura de Flammes
https://www.zenithwakfu.com/builder/b9eda,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/28b35,Sanguinolence III,Tellurisme III,Valeur ajoutée III,Agilité vitale II,Force vitale II,Ruine III,Influence lente III,Ravage III,Puissance brute III,Ruine III,Concentration Elémentaire,Sentinelle
https://www.zenithwakfu.com/builder/edcf1,Cicatrisation III,Ruine III,Valeur ajoutée III,,,Poids Plume III,Cicatrisation III,Secret de la vie II,Ravage III,Ruine III,Contrôle de l'espace II,
https://www.zenithwakfu.com/builder/e4d8e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f50d0,Carnage III,Expert des armes légères III,Ravage II,Ravage II,Influence III,Destruction III,Destruction III,Expert des armes légères III,Influence III,,,
https://www.zenithwakfu.com/builder/b5335,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a95c0,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/debcc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/89be5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bcb3a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/321ef,Influence du Wakfu II,Retour PA II,Retour PA II,Influence III,Influence III,Brûlure III,Carnage III,Ravage III,Carnage III,Puissance brute III,,Lunatique
https://www.zenithwakfu.com/builder/56a3d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2504e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ae886,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/91d6e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d637f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/61281,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5e36d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/12eaf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/12ec4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4c22e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/87213,Brûlure II,Carnage III,Sauvegarde II,Influence vitale III,Influence vitale III,Influence du Wakfu II,Sauvegarde II,Influence III,Brûlure II,Influence III,Maniement : Dague,Lunatique
https://www.zenithwakfu.com/builder/5da44,Embuscade III,Retour d'Armure II,Embuscade III,Ravage III,Profit II,Retour d'Armure II,Profit II,Influence III,Destruction III,Destruction III,Anatomie,Stasification
https://www.zenithwakfu.com/builder/6c5cd,,,,,,,,,,,Inflexibilité,Stasification
https://www.zenithwakfu.com/builder/be93c,Poids Plume III,Influence III,Carapace II,Influence du Wakfu II,Influence III,Ravage III,Sanguinolence II,Gel III,Tellurisme III,Sanguinolence II,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/d4dbd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/83092,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c7ab5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/cff3f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/643f5,Influence II,Influence II,Ravage II,,,,,Influence II,,,,
https://www.zenithwakfu.com/builder/8ca39,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3950d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/34d36,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/89e3d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/df8bd,,Ravage II,Théorie de la matière II,Expert des Coups critiques II,Expert des Coups critiques II,Cicatrisation III,Enveloppe rocheuse III,Enveloppe rocheuse III,Ravage II,,,
https://www.zenithwakfu.com/builder/59d52,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/db261,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a2254,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d2157,,,,,,,,,,Ravage III,Anatomie,
https://www.zenithwakfu.com/builder/9c889,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4b7b9,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f19f7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e3db0,,,,,,,,Influence I,,,,
https://www.zenithwakfu.com/builder/12d0c,,,,,,,,,,,,Stasification
https://www.zenithwakfu.com/builder/58fc8,Ruine III,Contre-attaque III,Retour enflammé II,Cicatrisation III,Carapace II,Ruine III,Ruine cyclique II,Cicatrisation III,Constance,Aura de Flammes,,
https://www.zenithwakfu.com/builder/15ef2,,Critique Berserk III,,,Critique Berserk III,,,Ravage III,,,Mesure,
https://www.zenithwakfu.com/builder/0f944,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ed848,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b8052,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/beb79,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/12e8b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5d77b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/94f88,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6ad88,,,,,,Destruction III,,,,,Brutalité,
https://www.zenithwakfu.com/builder/a4bd1,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c5a7e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4f57d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e694e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e2f3c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f5977,Brûlure II,Brûlure II,Influence III,Influence III,Influence vitale III,Influence vitale III,Influence du Wakfu II,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/f6827,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d1e35,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/10576,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/7cb5c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dc06a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3a914,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/7e5ac,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dc096,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/48c00,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ab5fd,Carapace II,Expert des armes légères III,Influence III,Ventilation III,Influence III,Influence lente III,Expert des armes légères III,Ravage III,Destruction III,Destruction III,Anatomie,Excès II
https://www.zenithwakfu.com/builder/418e0,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e3f2a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/34438,,Courage III,Courage III,,,Ravage II,,,,,Constance,Directives
https://www.zenithwakfu.com/builder/acb51,Neutralité II,Neutralité II,Barrière Distance III,Ambition III,Ambition III,Solidité II,Profit II,Profit II,Sanguinolence III,Barrière Mêlée III,Dénouement,Dernier instant
https://www.zenithwakfu.com/builder/edc04,Ambition III,Ambition III,Solidité II,Profit II,Profit II,Propagation III,Neutralité II,Neutralité II,Prétention III,Prétention III,Dénouement,Dernier instant
https://www.zenithwakfu.com/builder/67db5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/530d4,Influence vitale III,Influence III,Visibilité II,Force vitale II,Ravage III,Carnage III,Carapace II,Influence III,Carnage III,Influence vitale III,Elémentalisme,Lunatique
https://www.zenithwakfu.com/builder/21496,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/44ee1,Altruisme III,Cicatrisation II,Nature III,Cicatrisation II,Allocentrisme I,Enveloppe rocheuse II,Altruisme III,Enveloppe rocheuse II,Nature III,Enveloppe rocheuse II,,
https://www.zenithwakfu.com/builder/c20dc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/01eeb,Influence vitale III,Influence III,Visibilité II,Force vitale II,Ravage III,Carnage III,Carapace II,Influence III,Carnage III,Influence vitale III,Elémentalisme,Lunatique
https://www.zenithwakfu.com/builder/b287b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/77082,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b6c4a,Abandon II,Abandon II,Abandon II,Dévastation III,,Poids Plume II,,,,,,
https://www.zenithwakfu.com/builder/0e98b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bd247,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/769d1,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/11bbd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e1f26,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2ad7f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ea9d8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/76296,,Brûlure I,Stupéfaction I,Armure lourde I,Représailles I,Influence II,,Puissance brute I,Retour vital I,Influence vitale I,,
https://www.zenithwakfu.com/builder/5801c,Embuscade III,Brûlure II,Critique Berserk III,,Influence II,Brûlure II,Embuscade III,,Critique Berserk III,,,
https://www.zenithwakfu.com/builder/95fe5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b2a32,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c8794,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/23b14,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/87deb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c7c71,,,,,,,,,,Retour PA II,,
https://www.zenithwakfu.com/builder/e9bcd,Profit II,Ambition III,Influence III,Abandon II,Ambition III,Influence III,Sanguinolence III,Profit II,Neutralité III,Puissance brute III,Concentration Elémentaire,Dernier instant
https://www.zenithwakfu.com/builder/dd910,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/463f8,Armure lourde II,Retour PA II,Force vitale II,Influence II,Influence II,Critique Berserk III,Retour PA II,Puissance brute I,Brûlure III,Influence du Wakfu II,,Lunatique
https://www.zenithwakfu.com/builder/bcd14,Neutralité I,Neutralité I,Ambition II,Retour PA II,Ambition II,Influence vitale I,Influence II,,Influence II,,Dénouement,
https://www.zenithwakfu.com/builder/d02ae,Embuscade écartée III,Destruction III,Force vitale II,Destruction III,Ravage III,Retour PA II,Embuscade écartée III,Influence vitale III,Influence vitale III,Retour PA II,Brutalité,Directives
https://www.zenithwakfu.com/builder/9c0db,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ea6e0,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/4eb74,Brûlure I,Ventilation I,Ventilation I,Wakfu Berserk III,Brûlure secondaire III,Brûlure I,,Tellurisme II,Ravage II,Ravage II,,Excès II
https://www.zenithwakfu.com/builder/d4f8e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2ca46,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2758d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c00e2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a2c10,Neutralité I,Neutralité I,Neutralité I,Destruction II,Embuscade écartée II,Embuscade écartée II,Neutralité I,Ambition II,Ambition II,Gel III,,
https://www.zenithwakfu.com/builder/a07dd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c3f21,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f18d6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/444ff,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f0b06,,,,,,Vélocité II,,,Prétention III,Enveloppe rocheuse III,Force Herculéenne,
https://www.zenithwakfu.com/builder/f64ce,Cicatrisation III,Embuscade III,Cicatrisation III,Contre-attaque III,Contre-attaque III,Poids Plume III,Embuscade III,Ventilation III,Ravage III,Influence III,Mesure,Brasero
https://www.zenithwakfu.com/builder/fb661,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3e39b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/787b4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2cf0d,,Enveloppe rocheuse III,Intégrité II,,,Vélocité I,Enveloppe rocheuse III,,Ravage III,Cicatrisation III,,Distribution
https://www.zenithwakfu.com/builder/53ab7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e4288,Expert des armes légères III,Expert des armes légères III,,,,,,,,,,
https://www.zenithwakfu.com/builder/e844a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/38de8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/65bd9,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2c799,,,Carapace II,,,,,,,,,
https://www.zenithwakfu.com/builder/6c8d1,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d6009,,Retour PA II,Influence du Wakfu II,Persistance II,,Retour PA II,Force vitale II,Puissance brute I,Brûlure III,Ravage III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/60920,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/aa3d6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f8d2e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b5ad5,,,,,Brûlure II,Brûlure II,Vivacité I,,,,,
https://www.zenithwakfu.com/builder/e66f4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/aa10b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/55e7f,Influence vitale III,Influence III,Visibilité II,Force vitale II,Ravage III,Carnage III,Carapace II,Influence III,Carnage III,Influence vitale III,Elémentalisme,
https://www.zenithwakfu.com/builder/5b490,,Brûlure II,,Critique Berserk III,Critique Berserk III,,Brûlure II,Influence III,Ravage II,Ravage II,,
https://www.zenithwakfu.com/builder/426c2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2f976,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a92b0,Poids Plume I,Sanguinolence II,Sanguinolence II,Influence lente I,Gel II,Influence lente I,Poids Plume II,Influence II,Influence lente I,Gel II,,
https://www.zenithwakfu.com/builder/ca0e9,Ravage III,Ravage III,Ruine III,Ruine III,Force vitale II,Influence vitale III,Influence III,Influence vitale III,Influence du Wakfu II,Puissance brute III,Contrôle de l'espace II,Stasification
https://www.zenithwakfu.com/builder/aca53,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bab0a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d521e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/37527,Théorie de la matière II,,,,,,,,,,,
https://www.zenithwakfu.com/builder/aae9c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5a1fc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/888f6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b1916,Ambition III,Ambition III,Solidité II,Profit II,Profit II,Propagation III,Neutralité II,Neutralité II,Prétention III,Prétention III,Dénouement,Dernier instant
https://www.zenithwakfu.com/builder/192f6,,,,,,,Intégrité II,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/63345,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b9102,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bcefc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/368a3,Brûlure II,Brûlure II,Vivacité II,Retour PA II,Retour PA II,Force légère III,Influence du Wakfu II,Puissance brute I,Influence vitale I,Force légère III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/cf705,Influence du Wakfu II,Retour PA II,Stupéfaction III,Expert des armes légères I,Expert des armes légères I,Influence lente III,Influence III,Influence III,Retour PA II,Ravage I,Inflexibilité,Lunatique
https://www.zenithwakfu.com/builder/6dcd8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/07c95,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/7afd0,Cicatrisation III,Ruine III,Influence III,Ravage II,Solidité II,Poids Plume II,Carapace II,Cicatrisation III,Ravage II,Poids Plume II,Concentration Elémentaire,Garde levée
https://www.zenithwakfu.com/builder/c5e49,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f6971,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d8232,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2b0f8,Critique Berserk III,,Embuscade III,Carnage III,Carnage III,,Critique Berserk III,,,Embuscade III,Brutalité,Directives
https://www.zenithwakfu.com/builder/e6b66,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ec8ac,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0cf9d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ef74b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b9518,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/06021,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0a466,Expert des armes légères I,Expert des armes légères I,,Expert des armes légères I,Expert des armes légères I,Expert des armes légères I,,Expert des armes légères I,,,,
https://www.zenithwakfu.com/builder/92b75,Influence II,Ruine II,Force vitale II,Ravage II,Ruine II,Cicatrisation II,Influence II,Influence II,Ravage II,Ruine II,Dénouement,
https://www.zenithwakfu.com/builder/44652,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b985b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6cf06,Ruine III,Poids Plume III,Valeur ajoutée III,Visibilité II,Ravage III,Ruine III,Enveloppe rocheuse III,Secret de la vie II,Force vitale II,Influence lente III,,Distribution
https://www.zenithwakfu.com/builder/c15f2,Expert des armes légères I,Expert des armes légères I,,Expert des armes légères I,Expert des armes légères I,Expert des armes légères I,,Expert des armes légères I,,,,
https://www.zenithwakfu.com/builder/78f92,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ad359,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5c9fd,Influence vitale III,Influence III,Visibilité II,Force vitale II,Ravage III,Carnage III,Carapace II,Influence III,Carnage III,Influence vitale III,Elémentalisme,
https://www.zenithwakfu.com/builder/9598f,Influence du Wakfu II,Cicatrisation III,Force vitale II,Vélocité II,Influence III,Agilité vitale II,Influence vitale III,Cicatrisation III,Influence vitale III,Influence III,Elémentalisme,
https://www.zenithwakfu.com/builder/285f6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e36bd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/42628,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/91969,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/38e9b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8a9f0,Influence du Wakfu II,,,,,Influence lente III,,Puissance brute I,,Brûlure II,,
https://www.zenithwakfu.com/builder/6a0ba,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/050b3,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b99f1,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/1621b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9946d,Influence II,Ruine II,Force vitale II,Ravage II,Ruine II,Cicatrisation II,Influence II,Influence II,Ravage II,Ruine II,Dénouement,
https://www.zenithwakfu.com/builder/87f39,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/44326,,,,,,,,,,,Anatomie,
https://www.zenithwakfu.com/builder/82846,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3d484,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/ea1ba,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fdc2d,Influence du Wakfu II,Influence II,,Influence III,,,,Influence I,Ravage II,Ravage II,,
https://www.zenithwakfu.com/builder/e1aa1,Influence du Wakfu II,Influence vitale II,Stupéfaction I,Influence vitale II,Puissance brute I,Influence vitale II,Stupéfaction I,Stupéfaction I,Brûlure II,Brûlure II,,
https://www.zenithwakfu.com/builder/48d63,Brûlure III,Cicatrisation III,Embuscade III,Influence III,Embuscade III,Critique Berserk III,Cicatrisation III,Destruction III,Ravage III,Critique Berserk III,Furie,Energie ancestrale
https://www.zenithwakfu.com/builder/1a099,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3843a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/433ab,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fed63,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a5c63,Sanguinolence III,Tellurisme III,Valeur ajoutée III,Agilité vitale II,Force vitale II,Ruine III,Influence lente III,Ravage III,Ruine III,Puissance brute III,Concentration Elémentaire,Sentinelle
https://www.zenithwakfu.com/builder/3f165,Force vitale II,Influence du Wakfu II,Influence III,Ravage III,Influence vitale III,Représailles III,Brûlure III,Influence vitale III,Agilité vitale II,Propagation III,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/8c452,Abandon II,Abandon II,Neutralité II,Abandon II,Sauvegarde II,Sauvegarde II,Puissance brute III,Ambition III,Armure lourde II,Dénouement,Lunatique,
https://www.zenithwakfu.com/builder/ac175,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2cd46,Force vitale II,Influence vitale III,Influence vitale III,Influence du Wakfu II,Brûlure II,Brûlure II,Stupéfaction III,Puissance brute I,Carnage III,Carnage III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/0612a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a9cb2,Abandon II,Abandon II,Abandon II,Neutralité II,,,Puissance brute III,,,Dénouement,Lunatique,
https://www.zenithwakfu.com/builder/4f392,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9bff3,Influence vitale III,Retour PA II,Force vitale II,Brûlure II,Influence du Wakfu II,Retour PA II,Stupéfaction III,Puissance brute I,Brûlure II,Influence vitale III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/71ae7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/342fa,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/50d31,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e2ff4,Courage III,Courage III,Temporisation II,Temporisation II,Retour d'Armure II,Poids Plume II,Poids Plume II,Dérobade lente II,Epines I,Epines I,,
https://www.zenithwakfu.com/builder/6f12a,Influence III,Influence III,Influence vitale III,Sauvegarde II,Sauvegarde II,Sauvegarde II,Ravage III,Ravage III,Influence vitale III,,,
https://www.zenithwakfu.com/builder/d59c5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e5095,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9495e,Carapace II,Ruine III,Ruine III,Poids Plume II,Cicatrisation III,Poids Plume II,Carapace sanguine III,Volte-face II,Ravage III,Cicatrisation III,Concentration Elémentaire,Garde levée
https://www.zenithwakfu.com/builder/e4518,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9c774,Longueur II,Longueur II,Expert des armes légères II,Expert des armes légères II,Brûlure I,Expert des armes légères II,Longueur II,Ravage II,Influence du Wakfu I,Influence du Wakfu I,,
https://www.zenithwakfu.com/builder/87d8a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8650e,,,,,,,,,,,Brutalité,Alternance II
https://www.zenithwakfu.com/builder/e2ea8,,,,,,Vélocité II,,,,,,
https://www.zenithwakfu.com/builder/076b2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f3cd4,Critique Berserk III,,Dérobade lente II,Influence II,,Poids Plume I,Poids Plume III,,,,Contact,
https://www.zenithwakfu.com/builder/6f7f0,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/02a68,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b21c7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5f4a0,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ad4f7,,,Cicatrisation III,,Carapace II,Cicatrisation III,,,,,Constance,Garde levée
https://www.zenithwakfu.com/builder/a9db0,,,,,,,,,,,Brutalité,Pétillance
https://www.zenithwakfu.com/builder/2ab5e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/862d2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b7e7c,Influence du Wakfu II,Puissance brute I,Retour PA II,Retour PA II,Influence III,Retour d'Armure II,Brûlure II,Ravage III,Brûlure II,Influence vitale III,Concentration Elémentaire,Energie ancestrale
https://www.zenithwakfu.com/builder/c9ec0,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/25fc3,Retour enflammé II,,,Ravage III,,,Carapace II,,Critique Berserk III,Critique Berserk III,Brutalité,
https://www.zenithwakfu.com/builder/0234f,Influence du Wakfu II,Stupéfaction III,Vivacité II,Retour PA II,Retour PA II,Influence vitale III,Expert des armes légères III,Puissance brute I,Expert des armes légères III,Influence vitale III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/db7be,Enveloppe rocheuse III,Prétention III,Abandon II,Théorie de la matière II,Agilité vitale II,Vélocité II,Abandon II,Abandon II,Prétention III,Barrière Mêlée III,Force Herculéenne,Paisible
https://www.zenithwakfu.com/builder/192f9,Enveloppe rocheuse III,Enveloppe rocheuse III,Longueur d'armure III,Longueur d'armure III,Allocentrisme III,Théorie de la matière II,Dévastation I,Carapace II,Cicatrisation III,Cicatrisation III,,
https://www.zenithwakfu.com/builder/434da,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/1cdba,Expert des armes légères II,Influence I,Influence I,Influence lente I,Influence I,Influence I,Expert des armes légères II,Influence lente I,Expert des armes légères II,Influence I,,
https://www.zenithwakfu.com/builder/daacd,Tellurisme III,Influence III,Carapace II,Influence du Wakfu II,Sanguinolence III,Poids Plume III,Gel III,Sanguinolence III,Ravage III,Inflexibilité,Par-delà la barrière,
https://www.zenithwakfu.com/builder/7a6ae,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e140f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/70b6f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/44342,,,Ravage II,,,,,,Ravage II,,,
https://www.zenithwakfu.com/builder/8b218,Ambition III,Ambition III,Influence III,Neutralité II,Neutralité II,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/09fb6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d88eb,Carapace II,Enveloppe rocheuse III,Cicatrisation III,Ravage III,,Cicatrisation III,Enveloppe rocheuse III,Courage III,Vélocité II,Tolérance II,Anatomie,Distribution
https://www.zenithwakfu.com/builder/eff48,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/41db9,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3857a,Influence du Wakfu II,Expert des armes légères III,Force vitale II,Stupéfaction III,Puissance brute I,Tabass'Carapace III,Brûlure III,Influence vitale III,Expert des armes légères III,Influence vitale III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/9bbbe,Influence du Wakfu II,Influence vitale III,Influence vitale III,Force vitale II,Carnage III,Carnage III,Tolérance II,Puissance brute III,Agilité vitale II,Ravage III,Elémentalisme,Lunatique
https://www.zenithwakfu.com/builder/7a222,,Carnage III,Vivacité II,Force vitale II,Carnage III,Puissance brute III,Influence du Wakfu II,Influence III,Influence III,Ravage III,Brutalité,Lunatique
https://www.zenithwakfu.com/builder/89c81,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/aa162,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c26df,,,,,,,,,,,,
